current_pos_x,current_pos_y,current_pos_z,current_orientation_w,current_orientation_x,current_orientation_y,current_orientation_z,goal_pos_x,goal_pos_y,goal_pos_z,goal_orientation_w,goal_orientation_x,goal_orientation_y,goal_orientation_z,force_x,force_y,force_z,torque_x,torque_y,torque_z,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
0.44974544482298534,4.356043746557851e-05,0.24992158603035677,0.0009458532843756291,0.9999910980598123,0.0006831607434597003,0.0034101545392673242,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.06406316212279156,0.23597957723390262,-1.0852097327029764,-0.028026899392130506,0.014724461963467344,-0.2506022262444386,-0.09436792250711223,-0.18946526140452613,0.09489346766041407,-2.502759944307328,0.021823812332171167,2.3208321064024817,0.7681034886352615
0.44974927636518036,4.4020892269087394e-05,0.24992488085742734,0.0009452839890808016,0.9999910761296088,0.0006842594026501554,0.0034165169804010716,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.10258973023857998,0.2526341530871887,-1.1313002685221691,-0.026009308972382624,0.01408907198294569,-0.24630284636237915,-0.09437492383572295,-0.1894652227824538,0.09489560263192132,-2.5027606621777116,0.021823087003089083,2.3208326421289085,0.7681052567144758
0.4497488599252868,4.3153598524095504e-05,0.24992477760251164,0.0009477032820747318,0.9999910764412798,0.000686858876974128,0.003415233673716273,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.055043726454150975,0.254332041944731,-1.0848032352168278,-0.018703752639764645,0.014911670382279434,-0.24161675870422827,-0.0943811010580672,-0.18946282741121287,0.09490088834922501,-2.502756817377291,0.021823333279896225,2.32083385467657,0.768103333374356
0.4497467541653597,4.3249105661842827e-05,0.24992260370211672,0.0009478012357478729,0.9999910834870548,0.0006904600848780134,0.0034124161402798803,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.055598018615154045,0.1934959974809457,-1.1057874632563345,-0.023392726434755873,0.0191300830395592,-0.25630502775604225,-0.09437862972294925,-0.18946810858998592,0.09489582924223698,-2.5027522938952087,0.02181973288315559,2.32083431438322,0.7681028437510123
0.4497470320899388,4.4461526071766925e-05,0.24992311782388835,0.0009474169014860528,0.9999910839867491,0.0006912495581762085,0.0034122165968576076,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.05822857771178851,0.2648075639033337,-1.0192107100502303,-0.027024474429589992,0.009215414922112367,-0.24736702985924114,-0.09437568858331974,-0.1894649053529292,0.09489815033658897,-2.502755372166733,0.02181533677605018,2.3208315822568273,0.7680955813472439
0.4497471950794617,4.48389822326272e-05,0.24992326233300402,0.0009490941259387854,0.9999910813413562,0.0006914783759902033,0.003412479388012785,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.062149850209093735,0.2302121418314418,-1.1201595266871442,-0.019003448007831727,0.019644936010904373,-0.24471622815605246,-0.09437319396162168,-0.1894677666968968,0.0948955676257569,-2.5027582812973552,0.021818404552226302,2.3208282851100783,0.7680907472069808
0.44974527805956493,4.2487015329237644e-05,0.24992062541148471,0.0009488869110120294,0.9999910973438386,0.0006887435890906848,0.0034083982770553812,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.05168281428490329,0.20427310824867265,-1.0829831686837872,-0.016396457137776526,0.017005678808450688,-0.24591758382120435,-0.09437798025210961,-0.18946247664424323,0.09489560263198717,-2.5027550462476547,0.021814949550087705,2.3208272851606027,0.7680885717845148
0.4497469911244346,4.408372496481603e-05,0.24992321249976948,0.0009494205039139582,0.9999910823813586,0.0006919329189482185,0.00341199166633674,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.08304767596148681,0.23933316563518411,-1.0985641766285639,-0.022797241089692197,0.015031386663456433,-0.24694083480233409,-0.09437568857777057,-0.18946526235124742,0.09489560263197071,-2.5027550861956156,0.02181254365809228,2.3208311703437063,0.7680903983309499
0.44974766506401986,4.345415967460317e-05,0.24992500805977277,0.0009509927185484574,0.9999910748158817,0.0006955849369644647,0.0034130283953750055,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.08633949030046362,0.22800823614082874,-1.094648589396084,-0.016734411680814108,0.01383466611144419,-0.24259252368110198,-0.0943747555638912,-0.18946557697523192,0.09489559388343101,-2.502755467476203,0.021813814589687185,2.3208283858956165,0.7681001087303607
0.4497457655486799,4.0992242790691967e-05,0.24992174543931367,0.0009511123233294929,0.999991088358584,0.0006903328396176188,0.0034100922530163275,0.449652474094347,-6.686971161308703e-05,0.25058546872332915,0.003561985496468385,1.0000024343974339,0.00549030238809579,-0.0006597329506586192,-0.08426547329993797,0.21966568573328288,-1.1045941479123484,-0.015398326628753367,0.013975433714840169,-0.2394341123383898,-0.09437568847461753,-0.1894678746438021,0.09489307062038237,-2.5027575656068977,0.021809826003223256,2.3208289772747905,0.7680932523677635
